store_id,sku_id,stock_on_hand,reorder_point,safety_stock,avg_weekly_demand,forecast_weekly_demand,risk_demand_estimate,demand_source,stockout_risk,below_safety_risk,reorder_risk,overstock_risk,final_risk_category,final_recommended_action
ST28,SKU01030,0,56,25,0.15555555555555556,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST08,SKU01317,0,58,14,0.10270270270270271,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU02531,0,85,34,0.11961722488038277,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST08,SKU01438,0,61,19,0.06206896551724138,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU04596,0,31,9,1.4202898550724639,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST18,SKU02368,0,39,10,0.22448979591836735,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU00682,305,51,24,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST19,SKU04663,0,89,30,0.06521739130434782,,0.06521739130434782,Average Weekly Demand,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU04894,290,61,30,2.0,,2.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST15,SKU02046,0,53,12,0.15841584158415842,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU00531,0,65,32,0.12264150943396226,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST04,SKU02567,270,63,18,5.0,,5.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST15,SKU04153,151,43,10,0.07142857142857142,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST27,SKU01009,0,56,17,0.12299465240641712,2.0,2.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU02462,0,23,8,0.14285714285714285,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU02747,0,86,30,0.12,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU03292,0,21,8,0.4729064039408867,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU03063,0,64,23,0.06806282722513089,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST19,SKU02503,0,61,19,0.05291005291005291,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU02737,0,44,12,0.1103448275862069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU04012,0,22,7,0.06521739130434782,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU02740,0,75,26,0.10309278350515463,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU00976,0,65,16,0.08441558441558442,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU01993,0,73,18,0.20710059171597633,1.0,1.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU04144,338,78,29,0.024844720496894408,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST12,SKU04849,88,20,5,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST13,SKU04562,0,90,38,0.0975609756097561,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU02176,0,86,42,0.11564625850340136,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU02520,224,68,15,0.036585365853658534,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST06,SKU02657,0,31,13,0.14215686274509803,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST26,SKU04329,0,85,42,0.3316062176165803,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU02520,110,35,10,0.036585365853658534,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST04,SKU04166,0,43,13,0.16184971098265896,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU02141,0,42,16,0.5245098039215687,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU03583,137,24,10,2.0,,2.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST26,SKU04571,0,100,35,0.3069306930693069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU03476,0,73,19,0.0851063829787234,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU03535,0,20,4,0.12738853503184713,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST05,SKU02660,0,90,30,0.14673913043478262,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU00531,0,79,34,0.12264150943396226,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU00942,0,51,25,0.3883495145631068,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST08,SKU04381,0,48,20,0.23880597014925373,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU04140,0,76,35,0.10465116279069768,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU00190,0,54,23,0.4223300970873786,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU04571,0,25,11,0.3069306930693069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU04215,273,50,12,0.0851063829787234,,0.0851063829787234,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST30,SKU04032,0,91,35,0.17525773195876287,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU00953,0,20,6,0.4830917874396135,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU04741,479,100,24,2.0,,2.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST01,SKU01466,0,85,37,0.055,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU02660,0,58,25,0.14673913043478262,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU00376,0,24,9,0.1407035175879397,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU01420,0,72,15,0.2765957446808511,1.0,1.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU04652,203,61,13,0.016129032258064516,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST14,SKU00263,0,93,32,0.13793103448275862,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU02543,0,69,19,0.11351351351351352,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU03727,0,38,17,0.7644230769230769,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU00285,0,56,14,0.3553299492385787,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU03968,276,76,37,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST11,SKU00291,0,98,34,0.04065040650406504,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU00062,0,75,26,0.0975609756097561,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU03088,0,31,7,0.3,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU02519,324,76,19,0.05357142857142857,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST11,SKU02640,0,29,13,0.07179487179487179,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU03743,0,85,37,0.12418300653594772,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU04508,0,68,34,0.1902439024390244,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU02068,0,82,35,0.15894039735099338,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU04046,0,44,15,0.043478260869565216,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU03870,0,40,11,0.07228915662650602,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST13,SKU00484,0,22,4,0.18181818181818182,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU04280,0,31,12,0.07017543859649122,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU00079,0,60,28,0.3402061855670103,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU02640,0,26,13,0.07179487179487179,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU04626,0,71,32,0.0582010582010582,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU02780,396,86,37,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST17,SKU02538,0,50,11,0.14193548387096774,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU03840,0,76,19,0.18716577540106952,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU01371,0,34,8,0.39086294416243655,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU02737,0,81,32,0.1103448275862069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU00002,0,60,25,0.24630541871921183,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU00942,0,98,34,0.3883495145631068,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU01164,0,29,10,0.09090909090909091,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU04157,0,41,16,0.08287292817679558,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST26,SKU04144,178,49,10,0.024844720496894408,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST27,SKU02531,0,51,25,0.11961722488038277,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU03876,0,75,26,0.10810810810810811,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU01189,0,34,15,0.10227272727272728,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU00376,0,62,13,0.1407035175879397,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST04,SKU00974,0,29,8,0.05952380952380952,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST14,SKU01662,0,76,17,0.11564625850340136,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU04596,0,72,35,1.4202898550724639,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU04652,122,22,11,0.016129032258064516,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST04,SKU03323,0,61,24,0.2235294117647059,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU02923,0,88,40,0.08235294117647059,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU00994,0,82,35,0.44607843137254904,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU02387,461,100,27,0.15789473684210525,,0.15789473684210525,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST05,SKU04032,0,31,7,0.17525773195876287,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU04913,0,88,28,0.1503267973856209,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST27,SKU04693,212,50,18,0.04,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST04,SKU00774,0,58,15,0.1951219512195122,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST26,SKU03286,415,82,19,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST17,SKU02648,0,55,16,0.07262569832402235,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU02484,0,99,21,0.07142857142857142,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU02543,0,92,41,0.11351351351351352,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU04350,0,48,13,0.19786096256684493,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU00264,0,72,26,0.2,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU02737,0,45,18,0.1103448275862069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST01,SKU02141,0,97,29,0.5245098039215687,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU02449,0,46,20,0.14457831325301204,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU01751,0,36,17,0.07407407407407407,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU01045,0,89,23,0.4623115577889447,2.0,2.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST02,SKU02648,0,93,41,0.07262569832402235,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU01048,0,70,22,0.13157894736842105,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST27,SKU04627,0,34,16,0.05056179775280899,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU03800,0,36,8,0.15025906735751296,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU03292,0,76,29,0.4729064039408867,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU02340,0,90,33,0.15384615384615385,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU02176,0,40,16,0.11564625850340136,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU04571,0,95,33,0.3069306930693069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST04,SKU03057,0,66,21,0.09821428571428571,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU01438,0,45,14,0.06206896551724138,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST14,SKU01677,0,89,37,0.07731958762886598,4.0,4.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU00416,0,35,8,0.10857142857142857,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST14,SKU01919,301,100,29,0.029411764705882353,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST22,SKU02268,0,30,13,0.08648648648648649,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU00953,0,67,28,0.4830917874396135,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST17,SKU04381,0,76,19,0.23880597014925373,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU01466,0,61,25,0.055,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU00893,0,71,33,0.17098445595854922,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU00190,0,58,19,0.4223300970873786,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU01009,0,32,16,0.12299465240641712,2.0,2.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST08,SKU01420,0,51,25,0.2765957446808511,1.0,1.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU00190,0,64,31,0.4223300970873786,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST27,SKU00628,0,80,32,0.08917197452229299,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST05,SKU00317,118,27,13,0.05263157894736842,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST16,SKU04653,136,28,8,0.05970149253731343,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST06,SKU04315,0,48,12,0.04419889502762431,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU03088,0,81,36,0.3,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST13,SKU04476,0,72,31,0.06179775280898876,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU03727,0,32,10,0.7644230769230769,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU03907,0,26,12,0.12871287128712872,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU04191,0,22,8,0.11904761904761904,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST24,SKU03150,465,81,31,0.04597701149425287,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST04,SKU03851,0,83,24,0.0707070707070707,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU04551,0,85,20,0.12021857923497267,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU03053,0,26,11,0.06875,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU02114,273,48,13,0.08433734939759036,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST17,SKU02355,0,58,16,0.04487179487179487,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST19,SKU04350,0,95,32,0.19786096256684493,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU00788,76,24,8,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST26,SKU01370,0,66,22,0.0821917808219178,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST05,SKU00264,0,71,34,0.2,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST22,SKU02954,0,59,28,0.29411764705882354,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST01,SKU01030,0,91,45,0.15555555555555556,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST18,SKU04646,0,52,23,0.12254901960784313,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU03199,0,85,32,0.03684210526315789,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU02737,0,74,26,0.1103448275862069,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST20,SKU04318,0,98,38,0.19760479041916168,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU03975,600,100,35,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST07,SKU00942,0,58,19,0.3883495145631068,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST19,SKU00538,0,33,13,0.06818181818181818,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU03562,343,68,24,2.0,,2.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST27,SKU00254,0,76,26,0.06666666666666667,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU02531,0,99,23,0.11961722488038277,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU00893,0,62,27,0.17098445595854922,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST14,SKU00190,0,42,14,0.4223300970873786,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST15,SKU01317,0,26,8,0.10270270270270271,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST16,SKU03353,0,79,37,0.07913669064748201,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU04756,0,73,35,0.15625,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU03425,0,89,44,0.07407407407407407,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU00376,0,67,27,0.1407035175879397,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU04824,0,82,37,0.09090909090909091,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST25,SKU02368,0,68,27,0.22448979591836735,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU03592,190,48,12,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST24,SKU00574,369,71,18,4.0,,4.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST03,SKU04032,0,78,28,0.17525773195876287,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST30,SKU03088,0,87,29,0.3,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST06,SKU03633,0,26,11,0.1291866028708134,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST04,SKU04913,0,50,10,0.1503267973856209,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST21,SKU00127,229,71,22,0.058823529411764705,0.0,0.0,Seasonal-Naive Forecast,False,False,False,True,Overstock Candidate,Review / Reduce Inventory
ST25,SKU04154,0,83,31,0.7121951219512195,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST11,SKU01775,0,85,26,0.41025641025641024,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST12,SKU00953,0,78,27,0.4830917874396135,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST28,SKU02129,131,28,12,2.0,,2.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST22,SKU02580,162,39,10,0.13043478260869565,,0.13043478260869565,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST13,SKU00774,0,86,38,0.1951219512195122,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU02543,0,76,33,0.11351351351351352,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST09,SKU00264,0,65,28,0.2,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST03,SKU03603,193,41,17,1.0,,1.0,Average Weekly Demand,False,False,False,False,Healthy / Monitor,No Immediate Action
ST14,SKU00500,0,100,42,0.10596026490066225,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST19,SKU00285,0,30,13,0.3553299492385787,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST29,SKU02141,0,50,25,0.5245098039215687,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST10,SKU02141,0,63,17,0.5245098039215687,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST14,SKU03199,0,93,27,0.03684210526315789,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
ST07,SKU02930,0,76,32,0.30434782608695654,0.0,0.0,Seasonal-Naive Forecast,True,True,True,False,Critical Stockout,Immediate Reorder
